"Version","Variable Order","Class","Dataset Name","Variable Name","Variable Label","Type","CDISC CT Codelist Code(s)","Described Value Domain(s)","Value List","Role","CDISC Notes","Core"
"SDTMIG v3.2","15","Findings","TU","TULAT","Laterality","Char","C99073",,"","Record Qualifier","Qualifier for anatomical location or specimen further detailing laterality, for example, LEFT, RIGHT, BILATERAL.","Perm"
"SDTMIG v3.2","16","Findings","TU","TUDIR","Directionality","Char","C99074",,"","Record Qualifier","Qualifier for anatomical location or specimen further detailing directionality, for example, UPPER, INTERIOR.","Perm"
"SDTMIG v3.2","17","Findings","TU","TUPORTOT","Portion or Totality","Char","C99075",,"","Record Qualifier","Qualifier for anatomical location or specimen further detailing the distribution which means arrangement of, or apportioning of, for example, ENTIRE, SINGLE, SEGMENT, MULTIPLE.","Perm"
"SDTMIG v3.2","18","Findings","TU","TUMETHOD","Method of Identification","Char","C85492",,"","Record Qualifier","Method used to identify the tumor. Examples: MRI, CT SCAN.","Exp"
"SDTMIG v3.2","19","Findings","TU","TUEVAL","Evaluator","Char","C78735",,"","Record Qualifier","Role of the person who provided the evaluation. Examples: INVESTIGATOR, INDEPENDNT ASSESSOR  This column can be left Null when the Investigator provides the complete set of data in the domain. However the column should contain no Null values when data from one or more independent assessors is included meaning that the rows attributed to the Investigator should contain a value of INVESTIGATOR.","Exp"
"SDTMIG v3.2","20","Findings","TU","TUEVALID","Evaluator Identifier","Char","C96777",,"","Variable Qualifier","The Evaluator Specified variable is used in conjunction with TUEVAL to provide an additional level of detail. When multiple assessors play the role identified in TUEVAL, values of TUEVALID will attribute a row of data to a particular assessor. TUEVALID should not contain the names of the assessors, or a code identifier for a specific assessor, but should contain values such as RADIOLOGIST, RADIOLOGIST 1 or RADIOLOGIST 2. The TUEVALID variable is subject to CDISC Controlled Terminology. See Assumption 7.","Perm"
"SDTMIG v3.2","21","Findings","TU","TUACPTFL","Accepted Record Flag","Char","C66742",,"","Record Qualifier","In cases where more than one independent assessor (e.g. RADIOLOGIST 1, RADIOLOGIST 2, ADJUDICATOR) provide independent assessments at the same time point this flag identifies the record that is considered to be the accepted assessment.","Perm"
"SDTMIG v3.2","22","Findings","TU","VISITNUM","Visit Number","Num","",,"","Timing","1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting.","Exp"
"SDTMIG v3.2","23","Findings","TU","VISIT","Visit Name","Char","",,"","Timing","1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY.","Perm"
"SDTMIG v3.2","24","Findings","TU","VISITDY","Planned Study Day of Visit","Num","",,"","Timing",,"Perm"
"SDTMIG v3.2","25","Findings","TU","EPOCH","Epoch","Char","",,"","Timing","Epoch associated with the Element in the planned sequence of Elements for the ARM to which the subject was assigned.","Perm"
"SDTMIG v3.2","26","Findings","TU","TUDTC","Date/Time of Tumor Identification","Char","","ISO 8601","","Timing","TUDTC variable represents the date of the scan/image/physical exam not the date that the image was read to identify tumors. TUDTC variable does not represent the VISIT date.","Exp"
"SDTMIG v3.2","27","Findings","TU","TUDY","Study Day of Tumor Identification","Num","",,"","Timing","1. Study day of the scan/image/physical exam, measured as integer days.  2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Perm"
"SDTMIG v3.2","1","Findings","TR","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Findings","TR","DOMAIN","Domain Abbreviation","Char","",,"TR","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Findings","TR","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Findings","TR","TRSEQ","Sequence Number","Num","",,"","Identifier","Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.","Req"
"SDTMIG v3.2","5","Findings","TR","TRGRPID","Group ID","Char","",,"","Identifier","Used to link together a block of related records within a subject in a domain.","Perm"
"SDTMIG v3.2","6","Findings","TR","TRREFID","Reference ID","Char","",,"","Identifier","Internal or external identifier.","Perm"
"SDTMIG v3.2","7","Findings","TR","TRSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined identifier.","Perm"
"SDTMIG v3.2","8","Findings","TR","TRLNKID","Link ID","Char","",,"","Identifier","Identifier used to link the assessment result records to the individual tumor identification record in TU domain.","Exp"
"SDTMIG v3.2","9","Findings","TR","TRLNKGRP","Link Group","Char","",,"","Identifier","Used to group and link all of the measurement/assessment records used in the assessment of the response record in the RS domain.","Perm"
"SDTMIG v3.2","10","Findings","TR","TRTESTCD","Tumor Assessment Short Name","Char","C96779",,"","Topic","Short name of the TEST in TRTEST. TRTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: TUMSTATE, DIAMETER. See Assumption 2.","Req"
"SDTMIG v3.2","11","Findings","TR","TRTEST","Tumor Assessment Test Name","Char","C96778",,"","Synonym Qualifier","Verbatim name of the test or examination used to obtain the measurement or finding. The value in TRTEST cannot be longer than 40 characters. Examples: Tumor State, Diameter, Longest Perpendicular diameter, Volume, Area. See Assumption 2.","Req"
"SDTMIG v3.2","12","Findings","TR","TRORRES","Result or Finding in Original Units","Char","",,"","Result Qualifier","Result of the Tumor measurement/assessment as originally received or collected.","Exp"
"SDTMIG v3.2","13","Findings","TR","TRORRESU","Original Units","Char","C71620",,"","Variable Qualifier","Original units in which the data were collected. The unit for TRORRES. Example: mm","Exp"
"SDTMIG v3.2","14","Findings","TR","TRSTRESC","Character Result/Finding in Std Format","Char","",,"","Record Qualifier","Contains the result value for all findings, copied or derived from TRORRES in a standard format or standard units. TRSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in TRSTRESN","Exp"
"SDTMIG v3.2","15","Findings","TR","TRSTRESN","Numeric Result/Finding in Standard Units","Num","",,"","Result Qualifier","Used for continuous or numeric results or findings in standard format; copied in numeric format from TRSTRESC. TRSTRESN should store all numeric test results or findings.","Exp"
"SDTMIG v3.2","16","Findings","TR","TRSTRESU","Standard Units","Char","C71620",,"","Variable Qualifier","Standardized unit used for TRSTRESN.","Exp"
"SDTMIG v3.2","17","Findings","TR","TRSTAT","Completion Status","Char","C66789",,"","Result Qualifier","Used to indicate a scan/image/physical exam was not performed or a tumor measurement was not taken. Should be Null if a result exists in TRORRES.","Perm"
"SDTMIG v3.2","18","Findings","TR","TRREASND","Reason Tumor Measurement Not Performed","Char","",,"","Record Qualifier","Describes why a scan/image/physical exam was not performed or a tumor measurement was not taken. Examples: SCAN NOT PERFORMED, NOT ASSESSABLE: Image obscured, TUMOR. Used in conjunction with TRSTAT when value is NOT DONE.","Perm"
"SDTMIG v3.2","19","Findings","TR","TRNAM","Vendor Name","Char","",,"","Record Qualifier","The name or identifier of the vendor that performed the Tumor measurement or assessment. This column can be left Null when the Investigator provides the complete set of data in the domain.","Perm"
"SDTMIG v3.2","20","Findings","TR","TRMETHOD","Method used to Identify the Tumor",,"C85492",,"","Record Qualifier","Method used to measure the tumor. Examples: MRI, CT SCAN.","Exp"
"SDTMIG v3.2","21","Findings","TR","TREVAL","Evaluator","Char","C78735",,"","Record Qualifier","Role of the person who provided the evaluation. Examples: INVESTIGATOR, INDEPENDENT ASSESSOR.  This column can be left Null when the Investigator provides the complete set of data in the domain. However the column should contain no Null values when data from one or more independent assessors is included meaning that the rows attributed to the Investigator should contain a value of INVESTIGATOR.","Exp"
"SDTMIG v3.2","22","Findings","TR","TREVALID","Evaluator Identifier","Char","C96777",,"","Variable Qualifier","The Evaluator Specified variable is used in conjunction with TREVAL to provide an additional level of detail. When multiple assessors play the role identified in TREVAL, values of TREVALID will attribute a row of data to a particular assessor. TREVALID should not contain the names of the assessors, or a code identifier for a specific assessor, but should contain values such as RADIOLOGIST, RADIOLOGIST 1 or RADIOLOGIST 2. The TREVALID variable is subject to CDISC Controlled Terminology. Note TREVAL must also be populated when TREVALID is populated. See Assumption 7.","Perm"
"SDTMIG v3.2","23","Findings","TR","TRACPTFL","Accepted Record Flag","Char","C66742",,"","Record Qualifier","In cases where more than one independent assessor (e.g. RADIOLOGIST 1, RADIOLOGIST 2, ADJUDICATOR) provide independent assessments at the same timepoint this flag identifies the record that is considered to be the accepted assessment.","Perm"
"SDTMIG v3.2","24","Findings","TR","VISITNUM","Visit Number","Num","",,"","Timing","1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting.","Exp"
"SDTMIG v3.2","25","Findings","TR","VISIT","Visit Name","Char","",,"","Timing","1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY.","Perm"
"SDTMIG v3.2","26","Findings","TR","VISITDY","Planned Study Day of Visit","Num","",,"","Timing",,"Perm"
"SDTMIG v3.2","27","Findings","TR","EPOCH","Epoch","Char","",,"","Timing","Epoch associated with the Element in the planned sequence of Elements for the ARM to which the subject was assigned","Perm"
"SDTMIG v3.2","28","Findings","TR","TRDTC","Date/Time of Tumor Measurement","Char","","ISO 8601","","Timing","TRDTC variable represents the date of the scan/image/physical exam not the date that the image was read to identify tumors. TRDTC variable does not represent the VISIT date.","Exp"
"SDTMIG v3.2","29","Findings","TR","TRDY","Study Day of Tumor Measurement","Num","",,"","Timing","1. Study day of the scan/image/physical exam, measured as integer days.  2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Perm"
"SDTMIG v3.2","1","Findings","RS","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Findings","RS","DOMAIN","Domain Abbreviation","Char","",,"RS","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Findings","RS","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Findings","RS","RSSEQ","Sequence Number","Num","",,"","Identifier","Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.","Req"
"SDTMIG v3.2","5","Findings","RS","RSGRPID","Group ID","Char","",,"","Identifier","Used to link together a block of related records within a subject in a domain.","Perm"
"SDTMIG v3.2","6","Findings","RS","RSREFID","Reference ID","Char","",,"","Identifier","Internal or external identifier.","Perm"
"SDTMIG v3.2","7","Findings","RS","RSSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined identifier.","Perm"
"SDTMIG v3.2","8","Findings","RS","RSLNKID","Link ID","Char","",,"","Identifier","Used to link the response assessment to the appropriate measurement records (in TR) for same tumor that was used to determine the response result.","Perm"
"SDTMIG v3.2","9","Findings","RS","RSLNKGRP","Link Group","Char","",,"","Identifier","Used to link the response assessment to the all of the measurement/assessment records in the TR domain which were used in the assessment of the response.","Perm"
"SDTMIG v3.2","10","Findings","RS","RSTESTCD","Response Assessment Short Name","Char","C96782",,"","Topic","Short name of the TEST in RSTEST. RSTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: TRGRESP, NTRGRESP, OVRRESP, BESTRESP, NRADPROG","Req"
"SDTMIG v3.2","11","Findings","RS","RSTEST","Response Assessment Name","Char","C96781",,"","Synonym Qualifier","Verbatim name of the response assessment. The value in RSTEST cannot be longer than 40 characters. Examples: Target Response, Non-target Response, Overall Response, Best Overall Response, Non-radiological progression (i.e. Symptomatic deterioration)","Req"
"SDTMIG v3.2","12","Findings","RS","RSCAT","Category for Response Assessment","Char","",,"","Grouping Qualifier","RSCAT is used to identify the criteria used in the assessment of response and a version number if appropriate","Exp"
"SDTMIG v3.2","13","Findings","RS","RSORRES","Response Assessment Original Result","Char","",,"","Result Qualifier","Result of the Response assessment as originally received, collected, or calculated.","Exp"
"SDTMIG v3.2","14","Findings","RS","RSSTRESC","Response Assessment Result in Std Format","Char","",,"","Record Qualifier","Contains the result value for the response assessment, copied or derived from RSORRES in a standard format or standard units. RSSTRESC should store all results or findings in character format;","Exp"
"SDTMIG v3.2","15","Findings","RS","RSSTAT","Completion Status","Char","C66789",,"","Result Qualifier","Used to indicate the response assessment was not performed. Should be Null if a result exists in RSORRES.","Perm"
"SDTMIG v3.2","16","Findings","RS","RSREASND","Reason Response Assessment Not Performed","Char","",,"","Record Qualifier","Describes why a response assessment was not performed. Examples: All target tumors not evaluated, Subject does not have non-target tumors. Used in conjunction with TRSTAT when value is NOT DONE.","Perm"
"SDTMIG v3.2","17","Findings","RS","RSNAM","Vendor Name","Char","",,"","Record Qualifier","The name or identifier of the vendor that performed the response assessment. This column can be left Null when the Investigator provides the complete set of data in the domain.","Perm"
"SDTMIG v3.2","18","Findings","RS","RSEVAL","Evaluator","Char","C78735",,"","Record Qualifier","Role of the person who provided the evaluation. Examples: INVESTIGATOR, INDEPENDENT ASSESSOR. This column can be left Null when the Investigator provides the complete set of data in the domain. However the column should contain no Null values when data from one or more independent assessors is included meaning that the rows attributed to the Investigator should contain a value of INVESTIGATOR.","Exp"
"SDTMIG v3.2","19","Findings","RS","RSEVALID","Evaluator Identifier","Char","C96777",,"","Variable Qualifier","The Evaluator Specified variable is used in conjunction with RSEVAL to provide an additional level of detail. When multiple assessors play the role identified in RSEVAL, values of RSEVALID will attribute a row of data to a particular assessor. RSEVALID should not contain the names of the assessors, or a code identifier for a specific assessor. The RSEVALID variable is subject to CDISC Controlled Terminology. Examples: RADIOLOGIST, RADIOLOGIST 1 or RADIOLOGIST 2. See Assumption 4","Perm"
"SDTMIG v3.2","20","Findings","RS","RSACPTFL","Accepted Record Flag","Char","C66742",,"","Record Qualifier","In cases where more than one independent assessor (e.g. RADIOLOGIST 1, RADIOLOGIST 2, ADJUDICATOR) provides an evaluation of response this flag identifies the record that is considered to be the accepted evaluation.","Perm"
"SDTMIG v3.2","21","Findings","RS","VISITNUM","Visit Number","Num","",,"","Timing","1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting.","Exp"
"SDTMIG v3.2","22","Findings","RS","VISIT","Visit Name","Char","",,"","Timing","1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY.","Perm"
"SDTMIG v3.2","23","Findings","RS","VISITDY","Planned Study Day of Visit","Num","",,"","Timing",,"Perm"
"SDTMIG v3.2","24","Findings","RS","EPOCH","Epoch","Char","",,"","Timing","Epoch associated with the Element in the planned sequence of Elements for the ARM to which the subject was assigned","Perm"
"SDTMIG v3.2","25","Findings","RS","RSDTC","Date/Time of Response Assessment","Char","","ISO 8601","","Timing","RSDTC may be derived from the dates of scans/images/physical exams which may be performed on different dates. However, if all assessments are performed on the same date, RSDTC may be consistent with the TUDTC and TRDTC. Note the physical exam date may correspond to the visit date.","Exp"
"SDTMIG v3.2","26","Findings","RS","RSDY","Study Day of Response Assessment","Num","",,"","Timing","1. Study day of the response assessment, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Perm"
"SDTMIG v3.2","1","Findings","VS","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Findings","VS","DOMAIN","Domain Abbreviation","Char","",,"VS","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Findings","VS","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Findings","VS","VSSEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Findings","VS","VSGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain for a subject.","Perm"
"SDTMIG v3.2","6","Findings","VS","VSSPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database.","Perm"
"SDTMIG v3.2","7","Findings","VS","VSTESTCD","Vital Signs Test Short Name","Char","C66741",,"","Topic","Short name of the measurement, test, or examination described in VSTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in VSTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST""). VSTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: SYSBP, DIABP, BMI.","Req"
"SDTMIG v3.2","8","Findings","VS","VSTEST","Vital Signs Test Name","Char","C67153",,"","Synonym Qualifier","Verbatim name of the test or examination used to obtain the measurement or finding. The value in VSTEST cannot be longer than 40 characters. Examples: Systolic Blood Pressure, Diastolic Blood Pressure, Body Mass Index.","Req"
"SDTMIG v3.2","9","Findings","VS","VSCAT","Category for Vital Signs","Char","",,"","Grouping Qualifier","Used to define a category of related records.","Perm"
"SDTMIG v3.2","10","Findings","VS","VSSCAT","Subcategory for Vital Signs","Char","",,"","Grouping Qualifier","A further categorization of a measurement or examination.","Perm"
"SDTMIG v3.2","11","Findings","VS","VSPOS","Vital Signs Position of Subject","Char","C71148",,"","Record Qualifier","Position of the subject during a measurement or examination. Examples: SUPINE, STANDING, SITTING.","Perm"
"SDTMIG v3.2","12","Findings","VS","VSORRES","Result or Finding in Original Units","Char","",,"","Result Qualifier","Result of the vital signs measurement as originally received or collected.","Exp"
"SDTMIG v3.2","13","Findings","VS","VSORRESU","Original Units","Char","C66770",,"","Variable Qualifier","Original units in which the data were collected. The unit for VSORRES. Examples: IN, LB, BEATS/MIN.","Exp"
"SDTMIG v3.2","14","Findings","VS","VSSTRESC","Character Result/Finding in Std Format","Char","",,"","Result Qualifier","Contains the result value for all findings, copied or derived from VSORRES in a standard format or standard units. VSSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in VSSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in VSORRES and these results effectively have the same meaning, they could be represented in standard format in VSSTRESC as ""NEGATIVE"".","Exp"
"SDTMIG v3.2","15","Findings","VS","VSSTRESN","Numeric Result/Finding in Standard Units","Num","",,"","Result Qualifier","Used for continuous or numeric results or findings in standard format; copied in numeric format from VSSTRESC. VSSTRESN should store all numeric test results or findings.","Exp"
"SDTMIG v3.2","16","Findings","VS","VSSTRESU","Standard Units","Char","C66770",,"","Variable Qualifier","Standardized unit used for VSSTRESC and VSSTRESN.","Exp"
"SDTMIG v3.2","17","Findings","VS","VSSTAT","Completion Status","Char","C66789",,"","Record Qualifier","Used to indicate that a vital sign measurement was not done. Should be null if a result exists in VSORRES.","Perm"
"SDTMIG v3.2","18","Findings","VS","VSREASND","Reason Not Performed","Char","",,"","Record Qualifier","Describes why a measurement or test was not performed. Examples: BROKEN EQUIPMENT or SUBJECT REFUSED. Used in conjunction with VSSTAT when value is NOT DONE.","Perm"
"SDTMIG v3.2","19","Findings","VS","VSLOC","Location of Vital Signs Measurement","Char","C74456",,"","Record Qualifier","Location relevant to the collection of Vital Signs measurement. Example: ARM for blood pressure.","Perm"
"SDTMIG v3.2","20","Findings","VS","VSLAT","Laterality","Char","C99073",,"","Result Qualifier","Qualifier for anatomical location or specimen further detailing laterality. Examples: RIGHT, LEFT, BILATERAL","Perm"
"SDTMIG v3.2","21","Findings","VS","VSBLFL","Baseline Flag","Char","C66742",,"","Record Qualifier","Indicator used to identify a baseline value. The value should be ""Y"" or null.","Exp"
"SDTMIG v3.2","22","Findings","VS","VSDRVFL","Derived Flag","Char","C66742",,"","Record Qualifier","Used to indicate a derived record. The value should be Y or null. Records which represent the average of other records or which do not come from the CRF are examples of records that would be derived for the submission datasets. If VSDRVFL=Y, then VSORRES may be null, with VSSTRESC and (if numeric) VSSTRESN having the derived value.","Perm"
"SDTMIG v3.2","23","Findings","VS","VISITNUM","Visit Number","Num","",,"","Timing","1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting.","Exp"
"SDTMIG v3.2","24","Findings","VS","VISIT","Visit Name","Char","",,"","Timing","1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY.","Perm"
"SDTMIG v3.2","25","Findings","VS","VISITDY","Planned Study Day of Visit","Num","",,"","Timing","Planned study day of the visit based upon RFSTDTC in Demographics.","Perm"
"SDTMIG v3.2","26","Findings","VS","VSDTC","Date/Time of Measurements","Char","","ISO 8601","","Timing",,"Exp"
"SDTMIG v3.2","27","Findings","VS","VSDY","Study Day of Vital Signs","Num","",,"","Timing","1. Study day of vital signs measurements, measured as integer days.  2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.","Perm"
"SDTMIG v3.2","28","Findings","VS","VSTPT","Planned Time Point Name","Char","",,"","Timing","1. Text Description of time when measurement should be taken.  2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See VSTPTNUM and VSTPTREF. Examples: Start, 5 min post","Perm"
"SDTMIG v3.2","29","Findings","VS","VSTPTNUM","Planned Time Point Number","Num","",,"","Timing","Numerical version of VSTPT to aid in sorting.","Perm"
"SDTMIG v3.2","30","Findings","VS","VSELTM","Planned Elapsed Time from Time Point Ref","Char","","ISO 8601","","Timing","Planned Elapsed time (in ISO 8601) relative to a planned fixed reference (VSTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 Duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by VSTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by VSTPTREF.","Perm"
"SDTMIG v3.2","31","Findings","VS","VSTPTREF","Time Point Reference","Char","",,"","Timing","Name of the fixed reference point referred to by VSELTM, VSTPTNUM, and VSTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.","Perm"
"SDTMIG v3.2","32","Findings","VS","VSRFTDTC","Date/Time of Reference Time Point","Char","","ISO 8601","","Timing","Date/time of the reference time point, LBTPTREF.","Perm"
"SDTMIG v3.2","1","Findings About","FA","STUDYID","Study Identifier","Char","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.2","2","Findings About","FA","DOMAIN","Domain Abbreviation","Char","",,"FA","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Findings About","FA","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.2","4","Findings About","FA","FASEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.2","5","Findings About","FA","FAGRPID","Group ID","Char","",,"","Identifier","Used to tie together a block of related records in a single domain for a subject.","Perm"
"SDTMIG v3.2","6","Findings About","FA","FASPID","Sponsor-Defined Identifier","Char","",,"","Identifier","Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a CRF.","Perm"
"SDTMIG v3.2","7","Findings About","FA","FATESTCD","Findings About Test Short Name","Char","C101832",,"","Topic","Short name of the measurement, test, or examination described in FATEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in FATESTCD cannot be longer than 8 characters, nor can it start with a number (e.g. ""1TEST""). FATESTCD cannot contain characters other than letters, numbers, or underscores. Example: SEV, OCCUR.","Req"
"SDTMIG v3.2","8","Findings About","FA","FATEST","Findings About Test Name","Char","C101833",,"","Synonym Qualifier","Verbatim name of the test or examination used to obtain the measurement or finding. The value in FATEST cannot be longer than 40 characters. Examples: Severity/Intensity, Occurrence","Req"
"SDTMIG v3.2","9","Findings About","FA","FAOBJ","Object of the Observation","Char","",,"","Record Qualifier","Used to describe the object or focal point of the findings observation that is represented by --TEST. Examples: the term (such as Acne) describing a clinical sign or symptom that is being measured by a Severity test, or an event such as VOMIT where the volume of Vomit is being measured by a VOLUME test.","Req"
"SDTMIG v3.2","10","Findings About","FA","FACAT","Category for Findings About","Char","",,"","Grouping Qualifier","Used to define a category of related records. Examples: GERD, PRE-SPECIFIED AE.","Perm"
"SDTMIG v3.2","11","Findings About","FA","FASCAT","Subcategory for Findings About","Char","",,"","Grouping Qualifier","A further categorization of FACAT.","Perm"
"SDTMIG v3.2","12","Findings About","FA","FAORRES","Result or Finding in Original Units","Char","",,"","Result Qualifier","Result of the test as originally received or collected.","Exp"
"SDTMIG v3.2","13","Findings About","FA","FAORRESU","Original Units","Char","C71620",,"","Variable Qualifier","Original units in which the data were collected. The unit for FAORRES.","Perm"
"SDTMIG v3.2","14","Findings About","FA","FASTRESC","Character Result/Finding in Std Format","Char","",,"","Result Qualifier","Contains the result value for all findings, copied or derived from FAORRES in a standard format or standard units. FASTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in FASTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in FAORRES and these results effectively have the same meaning; they could be represented in standard format in FASTRESC as ""NEGATIVE"".","Exp"
"SDTMIG v3.2","15","Findings About","FA","FASTRESN","Numeric Result/Finding in Standard Units","Num","",,"","Result Qualifier","Used for continuous or numeric results or findings in standard format; copied in numeric format from FASTRESC. FASTRESN should store all numeric test results or findings.","Perm"
"SDTMIG v3.2","16","Findings About","FA","FASTRESU","Standard Units","Char","C71620",,"","Variable Qualifier","Standardized unit used for FASTRESC and FASTRESN.","Perm"
"SDTMIG v3.2","17","Findings About","FA","FASTAT","Completion Status","Char","C66789",,"","Record Qualifier","Used to indicate that the measurement was not done. Should be null if a result exists in FAORRES.","Perm"
"SDTMIG v3.2","18","Findings About","FA","FAREASND","Reason Not Performed","Char","",,"","Record Qualifier","Describes why a question was not answered. Example: subject refused. Used in conjunction with FASTAT when value is NOT DONE.","Perm"
"SDTMIG v3.2","19","Findings About","FA","FALOC","Location of the Finding About","Char","C74456",,"","Record Qualifier","Used to specify the location of the clinical evaluation. Example: ARM","Perm"
"SDTMIG v3.2","20","Findings About","FA","FALAT","Laterality of Location of the Finding About","Char","C99073",,"","Result Qualifier","Qualifier for anatomical location or specimen further detailing laterality. Examples: RIGHT, LEFT, BILATERAL",
"SDTMIG v3.2","21","Findings About","FA","FABLFL","Baseline Flag","Char","C66742",,"","Record Qualifier","Indicator used to identify a baseline value. The value should be ""Y"" or null.","Perm"
"SDTMIG v3.2","22","Findings About","FA","FAEVAL","Evaluator","Char","C78735",,"","Record Qualifier","Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: INVESTIGATOR, ADJUDICATION COMMITTEE, VENDOR.","Perm"
"SDTMIG v3.2","23","Findings About","FA","VISITNUM","Visit Number","Num","",,"","Timing","1. Clinical encounter number.  2. Numeric version of VISIT, used for sorting.","Exp"
"SDTMIG v3.2","24","Findings About","FA","VISIT","Visit Name","Char","",,"","Timing","1. Protocol-defined description of clinical encounter.  2. May be used in addition to VISITNUM and/or VISITDY.","Perm"
"SDTMIG v3.2","25","Findings About","FA","VISITDY","Planned Study Day of Visit","Num","",,"","Timing","Planned study day of the visit based upon RFSTDTC in Demographics.","Perm"
"SDTMIG v3.2","26","Findings About","FA","FADTC","Date/Time of Collection","Char","","ISO 8601","","Timing",,"Perm"
"SDTMIG v3.2","27","Findings About","FA","FADY","Study Day of Collection","Num","",,"","Timing","1. Study day of collection, measured as integer days.  2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.","Perm"
"SDTMIG v3.2","1","Findings About","SR","STUDYID","Study Identifier","Char","",,"","Identifier","Unique Identifier for a Study.","Req"
"SDTMIG v3.2","2","Findings About","SR","DOMAIN","Domain Abbreviation","Char","",,"SR","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.2","3","Findings About","SR","USUBJID","Unique Subject Identifier","Char","",,"","Identifier","Identifier used to uniquely identify a subject across submission.","Req"
"SDTMIG v3.2","4","Findings About","SR","SRSEQ","Sequence Number","Num","",,"","Identifier","Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
